"district","month","year","implant_women_old","implant_women_new","injection2_women_old","injection2_women_new","injection3_women_old","injection3_women_new","pill_women_old","pill_women_new","iud_women_old","iud_women_new","iud_number_dispensed","implant_number_dispensed","injection2_number_dispensed","injection3_number_dispensed","pill_number_dispensed","iud_number_received","implant_number_received","injection2_number_received","injection3_number_received","pill_number_received","iud_stock_end","implant_stock_end","injection2_stock_end","injection3_stock_end","pill_stock_end"
"BONGOUANOU",9,2019,65,22,7,1,264,69,15,7,,,,19,8,304,360,,41,20,371,328,,51,,149,305
"BOTRO",1,2019,52,10,,,114,31,20,1,,,1,16,,76,35,,37,6,108,130,,51,,93,127
"BOTRO",2,2019,9,151,1,3,71,47,11,8,,1,,77,4,73,28,,114,,132,89,,78,,96,127
"BOTRO",3,2019,124,238,9,,134,89,14,5,3,,2,41,9,70,200,,72,,166,49,,55,,127,65
"BOTRO",4,2019,27,61,10,3,114,36,22,4,1,,1,9,,41,25,5,34,,91,71,,40,,74,54
"BOTRO",5,2019,1,61,7,1,146,33,12,4,,,,9,,55,38,,25,,90,52,,37,,87,66
"BOTRO",6,2019,21,69,15,1,141,28,14,6,1,2,,12,7,18,25,5,26,14,7,10,,16,,11,44
"BOTRO",7,2019,8,33,7,1,122,24,13,1,,1,1,7,1,46,6,3,1,2,35,18,,16,,10,46
"BOTRO",8,2019,40,56,11,1,175,42,21,2,1,1,,3,,27,16,,,,11,,,13,,24,39
"BOTRO",9,2019,79,91,1,,161,57,23,7,,,,25,,98,22,,39,25,178,58,,39,,263,66
"BOUAFLE",1,2019,31,291,52,5,1247,282,243,33,2,26,24,293,51,1310,1084,18,234,17,1191,1672,,421,,1542,2268
"BOUAFLE",2,2019,115,774,36,3,1000,311,157,14,2,18,20,281,39,1175,492,44,633,19,1405,1732,,686,,1634,5115
"BOUAFLE",3,2019,21,1018,20,8,1021,437,135,30,1,18,14,484,28,1456,671,22,711,55,1728,433,,924,,1200,1975
"BOUAFLE",4,2019,10,290,24,7,1115,297,165,38,,8,8,249,31,1277,474,8,183,206,1112,699,,868,,930,1789
"BOUAFLE",5,2019,5,483,41,10,1064,414,202,36,,22,22,453,52,1455,884,155,331,58,1220,1118,,871,,946,1263
"BOUAFLE",6,2019,9,233,29,8,1098,364,153,11,,16,16,199,37,1439,401,21,254,39,1790,501,,547,,1556,1014
"BOUAFLE",7,2019,31,278,22,9,1180,413,160,51,9,11,10,355,31,1457,527,33,593,69,2293,567,,669,,2188,946
"BOUAFLE",8,2019,41,221,37,15,1098,329,196,29,,23,16,214,51,1254,426,28,182,25,939,376,,827,,2046,728
"BOUAFLE",9,2019,46,367,31,12,1266,343,163,44,1,18,21,406,43,1683,486,5,228,58,2336,593,,796,,1956,960
"BOUAKE NORD-EST",1,2019,63,185,34,2,525,144,91,32,,,,37,15,439,168,,56,1,286,122,,54,,208,264
"BOUAKE NORD-EST",2,2019,119,213,21,,417,136,108,36,3,1,1,175,2,228,187,1,168,1,164,126,,57,,98,167
"BOUAKE NORD-EST",3,2019,42,24,35,3,414,114,100,16,,,,26,8,332,216,10,84,281,460,234,,115,,246,165
"BOUAKE NORD-EST",4,2019,71,135,78,13,422,85,107,17,2,4,1,44,61,476,200,,36,134,500,230,,74,,238,174
"BOUAKE NORD-EST",5,2019,58,118,57,14,414,96,127,11,1,2,,85,41,429,196,,81,10,488,377,,113,,386,383
"BOUAKE NORD-EST",6,2019,158,215,123,12,426,90,130,14,1,8,6,170,89,388,342,6,176,155,380,277,,94,,346,295
"BOUAKE NORD-EST",7,2019,84,110,79,15,464,197,116,52,4,3,5,118,69,565,357,2,146,55,310,275,,183,,305,311
"BOUAKE NORD-EST",8,2019,112,207,54,15,423,120,84,26,1,2,,244,42,487,211,50,136,105,429,486,,185,,367,602
"BOUAKE NORD-EST",9,2019,62,299,47,18,499,110,103,18,9,24,56,299,155,540,381,5,136,11,465,177,,112,,341,770
"BOUAKE NORD-OUEST",1,2019,640,391,54,1,535,241,134,45,,,,343,1,461,201,,289,,349,213,,155,,1036,771
"BOUAKE NORD-OUEST",2,2019,331,91,42,,564,86,130,21,,,,79,,234,125,,107,,254,235,,151,,907,798
"BOUAKE NORD-OUEST",3,2019,649,399,40,1,616,166,136,21,,,,337,1,479,157,,324,25,325,59,,128,,838,619
"BOUAKE NORD-OUEST",4,2019,1,141,6,18,373,123,76,14,,,,118,24,304,138,,97,52,203,109,,93,,74,91
"BOUAKE NORD-OUEST",5,2019,3,91,29,14,379,106,90,17,,,,,,,,,,,,,,,,,
"BOUAKE NORD-OUEST",6,2019,7,67,65,18,332,78,68,25,,,,50,82,259,146,,48,76,225,150,,,,36,61
"BOUAKE NORD-OUEST",7,2019,3,99,26,1,350,93,47,14,,,,77,23,273,129,,59,1,113,34,,73,,592,502
"BOUAKE NORD-OUEST",8,2019,4,149,18,3,339,108,76,30,,,,44,,191,39,,34,,71,25,,63,,485,888
"BOUAKE NORD-OUEST",9,2019,5,131,7,3,328,154,65,16,,,,134,17,372,162,,132,25,255,77,,86,,464,477
"BOUAKE-SUD",1,2019,652,411,12,8,508,229,199,114,7,2,,114,13,287,100,111,171,20,285,170,,252,,589,1058
"BOUAKE-SUD",2,2019,381,138,11,,493,181,346,86,5,6,,158,11,286,180,100,242,10,532,856,,382,,699,384
"BOUAKE-SUD",3,2019,441,190,2,5,626,178,202,76,9,6,2,99,8,246,121,91,261,50,564,194,,345,,837,846
"BOUAKE-SUD",4,2019,507,151,9,3,657,153,143,26,4,15,1,100,11,345,258,100,237,71,468,281,,319,,571,806
"BOUAKE-SUD",5,2019,493,106,45,19,806,122,230,19,8,4,1,129,56,405,439,71,112,273,461,412,,287,,529,837
"BOUAKE-SUD",6,2019,125,134,46,11,709,123,185,93,9,2,1,113,18,316,132,,65,46,299,283,,105,,427,809
"BOUAKE-SUD",7,2019,95,140,32,8,834,149,314,23,15,3,1,48,16,270,150,16,221,40,505,176,,262,,516,572
"BOUAKE-SUD",8,2019,122,97,36,23,919,145,204,74,8,14,,82,1,297,151,11,103,33,489,208,,287,,668,570
"BOUAKE-SUD",9,2019,92,132,114,21,700,121,251,20,13,5,,40,14,222,177,5,52,19,182,138,,246,,549,467
"BOUNA",1,2019,18,28,5,,330,163,26,27,1,,,38,3,472,140,,53,26,580,139,,85,,278,95
"BOUNA",2,2019,6,20,,1,234,136,5,,,,,14,1,338,60,6,75,22,471,39,,53,,188,31
"BOUNA",3,2019,5,60,,2,333,168,6,2,,1,1,58,2,482,50,200,111,112,587,80,,85,,324,71
"BOUNA",4,2019,41,41,9,1,313,165,11,1,,,,50,20,425,204,,104,19,616,279,,113,,290,120
"BOUNA",5,2019,16,41,9,1,329,154,11,7,,,,39,30,473,113,,86,115,631,165,,103,,246,65
"BOUNA",6,2019,17,32,11,4,367,152,29,3,,1,,36,14,499,256,,102,15,641,1063,,111,,256,831
"BOUNA",7,2019,62,35,7,1,350,125,68,13,,,,39,12,362,84,,89,20,694,212,,88,,396,167
"BOUNA",8,2019,15,36,11,,297,143,22,,3,,,35,13,423,102,,99,5,523,86,,126,,292,98
"BOUNA",9,2019,1,28,7,1,299,142,24,,,,,27,10,400,107,,72,2,463,79,,125,,265,694
"BOUNDIALI",1,2019,4,56,15,4,248,88,13,14,10,,,63,21,308,21,,95,,470,12,,205,,532,52
"BOUNDIALI",2,2019,,55,19,7,234,104,14,13,,,,54,26,337,12,,79,,371,12,,174,,465,
"BOUNDIALI",3,2019,,68,15,5,243,135,3,,,,,69,20,362,,,99,,417,,,158,,324,
"BOUNDIALI",4,2019,,77,8,8,278,142,78,3,,2,,77,17,411,15,2,70,25,371,3,,138,,354,3
"BOUNDIALI",5,2019,,58,12,2,274,123,16,2,,,,56,14,377,6,,104,14,434,21,,155,,306,15
"BOUNDIALI",6,2019,20,70,15,11,303,146,102,2,,,,71,26,402,17,,97,51,431,,,63,,309,
"BOUNDIALI",7,2019,12,64,8,6,251,118,19,1,,,,63,14,374,24,,109,25,427,39,,93,,218,15
"BOUNDIALI",8,2019,5,54,8,1,259,88,2,2,,,,57,9,348,12,,111,134,458,37,,117,,217,25
"BOUNDIALI",9,2019,5,72,10,6,294,108,4,1,,,,61,16,342,16,,128,125,352,22,,129,,140,6
"BUYO",1,2019,175,53,10,3,190,109,20,7,,,,52,9,277,151,,138,175,267,111,,153,,285,123
"BUYO",2,2019,174,29,6,2,196,85,15,1,,,,34,2,250,53,,139,13,348,236,,272,,290,216
"BUYO",3,2019,174,26,13,4,189,102,24,7,,,,26,10,257,118,,140,90,407,268,,263,,336,143
"BUYO",4,2019,179,42,6,10,213,58,13,,,,,39,16,238,130,,141,92,394,351,,237,,325,230
"BUYO",5,2019,181,18,11,4,213,69,17,4,,,,18,15,270,175,,145,65,436,354,,167,,301,204
"BUYO",6,2019,149,22,17,7,220,69,21,10,,,,24,24,275,184,,145,99,390,387,,63,,221,218
"BUYO",7,2019,142,28,9,8,188,133,12,2,,1,1,42,34,251,159,6,128,78,391,329,,176,,232,293
"BUYO",8,2019,143,99,17,13,225,58,21,7,,1,,59,30,263,200,,158,92,428,357,,332,,585,241
"BUYO",9,2019,144,166,11,4,214,110,20,16,,,,111,26,305,211,,267,178,581,443,,327,,710,313
"COCODY BINGERVILLE",1,2019,401,133,111,36,1546,330,347,69,54,22,44,201,134,1563,1496,81,211,485,1353,1240,,203,,961,1671
"COCODY BINGERVILLE",2,2019,411,103,60,15,1405,243,321,52,52,14,17,152,115,1067,1018,58,409,509,1327,1024,,382,,903,1214
"COCODY BINGERVILLE",3,2019,387,175,56,12,1539,360,398,59,58,13,71,198,69,1125,1246,55,314,1114,1481,1471,,331,,1101,1301
"COCODY BINGERVILLE",4,2019,408,117,310,96,1421,185,362,50,55,35,38,142,395,1215,958,58,232,1203,1914,1917,,209,,1735,2158
"COCODY BINGERVILLE",5,2019,386,111,312,71,1560,168,362,44,63,22,40,162,425,1186,901,54,192,441,952,1345,,232,,1372,1790
"COCODY BINGERVILLE",6,2019,400,109,316,61,1224,248,328,37,60,20,22,155,387,1162,1066,54,214,544,996,1223,,268,,1178,1171
"COCODY BINGERVILLE",7,2019,417,141,340,84,1563,293,357,62,56,16,11,157,394,1419,1220,39,249,353,1166,1229,,270,,1127,1317
"COCODY BINGERVILLE",8,2019,75,142,330,55,1543,219,335,35,5,19,14,198,373,1233,1115,44,212,530,1006,2753,,234,,1056,2685
"COCODY BINGERVILLE",9,2019,400,177,380,60,1305,244,410,47,58,28,2,129,273,851,552,23,106,400,484,643,,126,,506,644
"DABAKALA",1,2019,21,54,,,436,186,26,6,,,,53,,689,96,,135,,860,211,,134,,335,233
"DABAKALA",2,2019,5,40,,,462,191,22,14,,8,,50,,589,51,11,124,,635,176,,129,,382,255
"DABAKALA",3,2019,19,58,,,538,180,16,13,,,,71,,638,88,6,151,,832,201,,133,,419,241
"DABAKALA",4,2019,2,81,,12,493,217,24,2,,,1,82,12,658,62,10,146,,528,139,,94,,217,191
"DABAKALA",5,2019,5,50,,,505,182,25,7,,,,68,,687,150,,180,,949,304,,126,,364,277
"DABAKALA",6,2019,443,75,,,1017,241,77,7,1,,,75,,715,70,,86,,815,18,,22,,378,75
"DABAKALA",7,2019,446,43,,,970,136,68,5,1,,,51,,501,18,,130,,556,43,,116,,282,23
"DABAKALA",8,2019,485,82,,,1048,184,66,12,1,,,60,,562,19,,116,,736,55,,77,,328,40
"DABAKALA",9,2019,13,508,,,588,835,11,78,,1,,61,,812,144,,108,,919,345,,71,,341,202
"DABOU",1,2019,5,99,36,3,544,121,48,2,,2,11,100,40,665,156,5,174,36,1036,393,,168,,940,1006
"DABOU",2,2019,7,86,11,,372,77,44,4,,,,96,1,505,130,12,72,15,371,77,,115,,590,848
"DABOU",3,2019,4,83,46,7,374,138,33,6,,,,84,25,530,136,5,130,143,542,534,,121,,556,1138
"DABOU",4,2019,4,78,24,13,502,87,31,5,,,,84,40,584,131,5,117,45,623,577,,142,,501,520
"DABOU",5,2019,22,79,105,19,389,72,44,8,,,,92,120,452,184,11,95,334,501,366,,139,,653,1131
"DABOU",6,2019,7,85,38,15,412,89,38,9,,2,,82,57,440,304,16,133,152,623,705,,80,,449,1099
"DABOU",7,2019,8,61,339,54,299,81,42,8,,1,,70,291,331,253,47,66,248,265,632,,79,,403,1061
"DABOU",8,2019,3,42,78,22,331,132,32,12,,1,1,34,116,310,106,10,79,190,470,724,,92,,745,1370
"DABOU",9,2019,2,96,74,13,614,121,42,21,,2,,105,88,686,361,5,129,119,484,356,,86,,359,863
"DALOA",1,2019,509,294,97,32,1234,272,170,16,30,17,25,188,6,778,248,5,166,,722,238,,255,,930,251
"DALOA",2,2019,267,438,24,22,1303,228,201,24,20,35,22,218,,1066,601,5,344,,440,201,,362,,797,134
"DALOA",3,2019,231,1344,15,10,1485,504,162,71,19,75,51,740,20,940,579,18,646,120,607,462,,350,,737,401
"DALOA",4,2019,947,721,21,34,1317,381,73,79,48,99,38,492,50,823,381,28,206,123,537,351,,354,,687,314
"DALOA",5,2019,1012,430,44,22,996,198,219,38,81,15,26,245,42,908,661,20,336,335,1298,281,,475,,1195,281
"DALOA",6,2019,1091,364,34,46,941,175,71,18,49,19,22,369,74,883,592,8,429,124,728,311,,296,,1212,300
"DALOA",7,2019,224,467,33,23,1333,187,183,40,50,14,29,220,64,827,446,31,316,134,894,266,,505,,1357,213
"DALOA",8,2019,305,777,32,10,839,243,199,43,34,12,22,317,42,879,532,3,276,97,742,426,,580,,1583,392
"DALOA",9,2019,353,1052,27,5,775,217,123,41,75,84,43,476,28,782,356,32,258,43,560,267,,445,,1282,288
"DANANE",1,2019,580,55,5,1,2057,168,90,3,18,,,40,,260,7,5,43,,390,40,,71,,264,46
"DANANE",2,2019,643,116,1259,19,1055,91,93,4,41,3,,39,,275,30,5,58,,302,63,,72,,203,39
"DANANE",3,2019,812,52,6,,2429,97,106,4,,,,42,,205,29,,120,,483,58,,116,,363,32
"DANANE",4,2019,730,45,232,10,2443,101,104,5,,,,46,,211,23,2,92,,268,48,,106,,245,25
"DANANE",5,2019,415,46,2,,2408,119,142,6,1,,,34,,257,34,2,123,,430,61,,117,,292,21
"DANANE",6,2019,439,34,10,,2534,84,109,7,,,,40,4,276,27,10,89,4,310,37,,6,,165,27
"DANANE",7,2019,449,24,,,2662,82,86,1,,,,24,,299,27,,78,10,398,51,,95,,218,76
"DANANE",8,2019,408,22,,,2541,64,73,4,12,,,28,,241,24,5,48,,382,35,,61,,204,16
"DANANE",9,2019,24,20,7,1,251,63,15,2,,,,24,,303,19,5,51,,420,45,,71,,259,38
"DAOUKRO",1,2019,,37,24,4,336,147,279,39,,,,35,29,277,337,,75,16,364,471,,96,,150,327
"DAOUKRO",2,2019,,34,9,6,335,124,98,29,,1,,41,38,343,329,,47,9,369,418,,225,,530,316
"DAOUKRO",3,2019,93,61,16,9,319,102,176,46,,,48,55,43,258,299,,65,19,243,449,,195,,430,360
"DAOUKRO",4,2019,101,42,27,8,339,132,136,33,,,,25,64,315,165,,39,40,338,203,,148,,448,194
"DAOUKRO",5,2019,,94,34,16,348,138,83,45,,,,96,23,361,274,,49,128,648,330,,105,,313,171
"DAOUKRO",6,2019,8,44,48,10,317,215,92,81,3,3,,50,61,360,279,,195,106,364,348,,15,,307,283
"DAOUKRO",7,2019,127,37,44,14,362,137,235,53,5,,,41,73,329,290,,29,131,184,243,,217,,204,114
"DAOUKRO",8,2019,7,35,77,15,393,87,214,78,,,2,42,63,244,155,,53,63,314,315,,239,,203,248
"DAOUKRO",9,2019,,60,81,12,341,96,215,62,,,,29,38,319,214,,96,73,602,325,,295,,416,194
"DIANRA",1,2019,2,18,6,,62,23,4,,,,,3,,37,4,,32,23,78,5,,29,,35,1
"DIANRA",2,2019,,28,7,9,31,27,,,,,,18,15,18,,,37,27,66,300,,19,,48,300
"DIANRA",3,2019,,19,,,56,41,,1,,,,18,8,47,,,45,8,72,,,26,,42,
"DIANRA",4,2019,2,28,1,,52,62,,,,,,4,,25,,,28,,20,9,,12,,15,9
"DIANRA",5,2019,4,39,17,10,43,17,,3,,,,11,,25,3,,43,,29,24,,32,,14,21
"DIANRA",6,2019,5,30,,5,86,28,,148,,,,11,,16,11,,31,,31,21,,21,,12,10
"DIANRA",7,2019,,10,1,1,28,3,,,,,,10,,23,5,,71,,56,49,,61,,31,44
"DIANRA",8,2019,,8,,,18,38,,1,,2,,12,,6,11,,71,,25,44,,59,,19,33
"DIANRA",9,2019,2,17,12,2,50,31,,,,,,3,,19,9,,51,,33,33,,48,,26,24
"DIDIEVI",1,2019,474,10,4,,1028,41,132,5,,,,18,3,168,32,,20,6,255,92,,40,,209,145
"DIDIEVI",2,2019,483,6,1,,1066,44,137,5,,,,5,,111,54,,16,3,223,86,,43,,182,130
"DIDIEVI",3,2019,401,9,4,,1017,62,141,6,,,,8,3,92,68,6,24,60,296,165,,38,,259,189
"DIDIEVI",4,2019,487,17,2,,1139,87,150,8,,,,12,1,145,42,,24,,152,82,,33,,158,119
"DIDIEVI",5,2019,509,22,2,,1138,65,158,7,,,,26,1,164,68,,30,39,142,84,,39,,111,139
"DIDIEVI",6,2019,522,14,5,1,1219,53,166,9,7,,,14,,132,79,,26,16,230,137,,22,,167,126
"DIDIEVI",7,2019,493,7,10,,1235,29,164,4,,,,7,9,133,62,,24,19,130,71,,45,,91,94
"DIDIEVI",8,2019,489,15,6,1,1399,41,190,7,,,,17,,110,52,,22,17,147,118,,29,,73,137
"DIDIEVI",9,2019,537,9,5,3,964,41,175,7,,,,7,1,101,38,,28,,113,73,,51,,68,140
"DIKODOUGOU",1,2019,5,7,5,4,68,28,,,,,,12,9,96,1,,25,16,158,10,,26,,113,29
"DIKODOUGOU",2,2019,2,15,5,2,86,36,,1,,2,,17,7,122,8,,33,10,181,36,,26,,85,29
"DIKODOUGOU",3,2019,1,7,,,71,29,,,,,,7,,104,,,28,,217,,,38,,132,1
"DIKODOUGOU",4,2019,7,15,1,3,71,41,,,,,,12,4,115,1,,41,11,207,19,,32,,112,18
"DIKODOUGOU",5,2019,1,23,1,,98,26,,,,,,18,1,124,4,,18,10,172,15,,23,,123,12
"DIKODOUGOU",6,2019,2,13,2,1,103,37,,1,,,,16,3,140,2,,14,,189,,,18,,90,11
"DIKODOUGOU",7,2019,3,9,2,2,86,22,1,,,,,12,,112,1,,22,12,198,11,,14,,113,10
"DIKODOUGOU",8,2019,3,14,6,4,80,36,2,,,,,14,10,105,2,,33,58,193,10,,19,,88,8
"DIKODOUGOU",9,2019,1,16,6,3,77,25,,,,,,17,9,109,2,,49,41,175,20,,42,,107,19
"DIMBOKRO",1,2019,12,34,2,1,255,71,83,13,1,2,,50,3,332,165,,74,,296,265,,54,,140,157
"DIMBOKRO",2,2019,9,40,2,1,249,61,74,12,1,7,,49,3,311,124,,51,,378,171,,59,,191,158
"DIMBOKRO",3,2019,15,67,,,298,56,58,11,1,5,,30,,345,129,,67,,399,193,,62,,198,724
"DIMBOKRO",4,2019,31,32,2,3,250,33,51,5,,4,,41,6,289,129,,67,60,372,132,,70,,185,133
"DIMBOKRO",5,2019,11,43,9,4,303,67,59,23,2,5,1,54,13,376,220,,77,49,502,228,,57,,245,67
"DIMBOKRO",6,2019,7,37,8,3,247,79,56,9,,2,,41,9,329,144,,140,81,815,297,,109,,340,208
"DIMBOKRO",7,2019,4,30,19,5,259,84,66,19,,7,1,31,24,366,160,,109,61,546,255,,108,,302,145
"DIMBOKRO",8,2019,9,21,12,1,274,72,59,12,,2,,25,8,232,156,,101,58,432,172,,123,,362,204
"DIMBOKRO",9,2019,4,34,10,4,267,70,66,9,,4,,38,14,329,176,,79,12,426,155,,68,,268,85
"DIVO",1,2019,508,170,8,1,895,194,243,16,9,9,3,160,3,688,2174,7,175,14,639,508,,183,,519,926
"DIVO",2,2019,653,171,9,,1077,161,235,18,9,3,3,110,3,504,777,,204,,553,1456,,199,,471,1626
"DIVO",3,2019,625,180,4,1,1145,172,276,21,8,3,3,138,1,666,5443,,299,111,1002,8934,,218,,565,4951
"DIVO",4,2019,667,195,26,29,1225,137,296,36,8,21,1,153,32,627,4055,6,280,10,876,4566,,230,,629,5284
"DIVO",5,2019,611,115,46,14,1275,116,310,13,9,2,1,109,58,675,4957,6,194,111,726,43282,,187,,525,5989
"DIVO",6,2019,679,161,42,15,1362,252,352,79,63,,,118,48,664,5711,,229,110,826,1133,,234,,566,1462
"DIVO",7,2019,601,170,90,12,738,222,353,68,10,10,1,191,95,669,4374,,196,210,912,8703,,163,,761,5517
"DIVO",8,2019,459,108,110,25,1348,93,271,6,8,1,1,97,114,541,1870,,142,124,733,5221,,147,,313,1493
"DIVO",9,2019,550,115,35,4,1602,123,329,12,8,,,119,12,590,3187,11,285,111,893,5895,,303,,603,4197
"DOROPO",1,2019,109,18,12,5,180,59,3,2,,,,16,12,166,1,,53,12,241,15,,37,,77,14
"DOROPO",2,2019,26,18,4,2,167,57,5,6,,,,15,,204,38,5,30,,294,210,,20,,120,146
"DOROPO",3,2019,18,34,10,15,122,73,4,3,,,,28,,168,,,64,,288,190,,33,,121,15
"DOROPO",4,2019,20,32,2,5,112,91,,1,,,,32,7,181,10,,72,20,300,18,,58,,129,8
"DOROPO",5,2019,22,36,17,11,84,105,3,3,,,,30,11,172,6,,48,33,286,24,,35,,111,18
"DOROPO",6,2019,27,22,,,71,57,5,,28,30,,27,11,155,7,,74,32,278,6,,56,,149,5
"DOROPO",7,2019,33,16,2,3,117,48,,2,,,,16,5,148,2,5,27,,177,15,,59,,106,13
"DOROPO",8,2019,36,29,14,6,142,62,8,4,,,,26,7,182,6,,45,27,249,,,29,,67,1
"DOROPO",9,2019,204,19,6,5,190,47,2,1,,,,19,11,237,5,,46,30,318,24,,53,,124,10
"DUEKOUE",1,2019,1466,116,17,2,1792,157,125,17,,2,2,91,1,198,52,6,158,28,403,102,,105,,441,137
"DUEKOUE",2,2019,536,105,5,2,681,120,161,13,173,6,5,44,3,137,40,24,69,40,254,131,,60,,341,151
"DUEKOUE",3,2019,1109,101,137,2,1194,197,124,13,1,5,5,34,18,167,1050,25,85,28,304,727,,60,,393,530
"DUEKOUE",4,2019,1117,118,134,3,1208,152,109,9,1,4,,55,1,195,34,3,101,16,225,111,,61,,356,69
"DUEKOUE",5,2019,932,103,131,4,1267,130,108,1,1,2,2,36,,109,41,9,100,4,167,64,,101,,367,71
"DUEKOUE",6,2019,913,72,139,9,1165,118,102,7,1,1,,13,,43,32,,,,10,,,,,254,26
"DUEKOUE",7,2019,894,64,133,2,1323,108,90,7,1,2,,21,,68,40,,8,,100,51,,50,,297,37
"DUEKOUE",8,2019,923,62,141,4,1241,75,94,3,1,4,1,23,26,89,35,20,62,17,180,105,,101,,377,124
"DUEKOUE",9,2019,1005,57,107,5,1268,101,85,10,1,,,13,,88,62,,85,,40,54,,121,,277,69
"FERKESSEDOUGOU",1,2019,41,66,2,1,235,127,26,7,,1,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",2,2019,8,51,3,1,195,90,23,11,,,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",3,2019,4,74,1,1,248,103,26,5,1,2,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",4,2019,51,84,9,5,246,98,26,3,,,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",5,2019,62,59,36,71,164,119,23,7,,17,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",6,2019,54,70,,1,189,88,5,2,2,3,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",7,2019,96,65,24,9,277,88,32,8,,,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",8,2019,371,54,17,2,298,79,24,4,5,1,,,,,,,,,,,,,,,
"FERKESSEDOUGOU",9,2019,86,69,19,4,391,126,47,8,6,5,,,,,,,,,,,,,,,
"FRESCO",1,2019,165,20,19,5,172,70,11,5,10,,,19,17,174,33,,10,9,142,6,,149,,290,398
"FRESCO",2,2019,187,9,21,2,171,68,10,6,7,,,8,6,135,652,,,,156,,,139,,266,392
"FRESCO",3,2019,207,16,20,6,162,41,5,5,1,,,15,18,121,5,,3,30,138,,,133,,287,393
